"id" "name" "sex" "age" "height" "weight" "team" "noc" "games" "year" "season" "city" "sport" "event" "medal"
"1104" 38939 "Jan Gsienica Ciaptak" "M" 29 NA NA "Poland" "POL" "1952 Winter" 1952 "Winter" "Oslo" "Alpine Skiing" "Alpine Skiing Men's Slalom" NA
"1105" 38939 "Jan Gsienica Ciaptak" "M" 33 NA NA "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Alpine Skiing" "Alpine Skiing Men's Slalom" NA
"1106" 38940 "Andrzej Gsienica Daniel" "M" 23 169 72 "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Ski Jumping" "Ski Jumping Men's Normal Hill, Individual" NA
"1107" 38941 "Helena Gsienica Daniel (-Lewandowska)" "F" 21 160 55 "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Cross Country Skiing" "Cross Country Skiing Women's 10 kilometres" NA
"1108" 38941 "Helena Gsienica Daniel (-Lewandowska)" "F" 25 160 55 "Poland" "POL" "1960 Winter" 1960 "Winter" "Squaw Valley" "Cross Country Skiing" "Cross Country Skiing Women's 10 kilometres" NA
"1109" 38941 "Helena Gsienica Daniel (-Lewandowska)" "F" 25 160 55 "Poland" "POL" "1960 Winter" 1960 "Winter" "Squaw Valley" "Cross Country Skiing" "Cross Country Skiing Women's 3 x 5 kilometres Relay" NA
"1110" 38942 "Jzef Gsienica Daniel" "M" 22 166 64 "Poland" "POL" "1968 Winter" 1968 "Winter" "Grenoble" "Nordic Combined" "Nordic Combined Men's Individual" NA
"1111" 38943 "Stanisaw Gsienica Daniel" "M" 20 170 71 "Poland" "POL" "1972 Winter" 1972 "Winter" "Sapporo" "Ski Jumping" "Ski Jumping Men's Normal Hill, Individual" NA
"1112" 38943 "Stanisaw Gsienica Daniel" "M" 20 170 71 "Poland" "POL" "1972 Winter" 1972 "Winter" "Sapporo" "Ski Jumping" "Ski Jumping Men's Large Hill, Individual" NA
"1113" 38944 "Maria Gsienica Daniel-Szatkowska" "F" 19 159 55 "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Alpine Skiing" "Alpine Skiing Women's Downhill" NA
"1114" 38944 "Maria Gsienica Daniel-Szatkowska" "F" 19 159 55 "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Alpine Skiing" "Alpine Skiing Women's Giant Slalom" NA
"1115" 38944 "Maria Gsienica Daniel-Szatkowska" "F" 19 159 55 "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Alpine Skiing" "Alpine Skiing Women's Slalom" NA
"1116" 38944 "Maria Gsienica Daniel-Szatkowska" "F" 27 159 55 "Poland" "POL" "1964 Winter" 1964 "Winter" "Innsbruck" "Alpine Skiing" "Alpine Skiing Women's Downhill" NA
"1117" 38944 "Maria Gsienica Daniel-Szatkowska" "F" 27 159 55 "Poland" "POL" "1964 Winter" 1964 "Winter" "Innsbruck" "Alpine Skiing" "Alpine Skiing Women's Giant Slalom" NA
"1118" 38944 "Maria Gsienica Daniel-Szatkowska" "F" 27 159 55 "Poland" "POL" "1964 Winter" 1964 "Winter" "Innsbruck" "Alpine Skiing" "Alpine Skiing Women's Slalom" NA
"1119" 38945 "Franciszek Gsienica Gro" "M" 24 170 66 "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Nordic Combined" "Nordic Combined Men's Individual" "Bronze"
"1120" 38946 "Andrzej Stanisaw Gsienica Roj" "M" 21 NA NA "Poland" "POL" "1952 Winter" 1952 "Winter" "Oslo" "Alpine Skiing" "Alpine Skiing Men's Downhill" NA
"1121" 38946 "Andrzej Stanisaw Gsienica Roj" "M" 21 NA NA "Poland" "POL" "1952 Winter" 1952 "Winter" "Oslo" "Alpine Skiing" "Alpine Skiing Men's Giant Slalom" NA
"1122" 38946 "Andrzej Stanisaw Gsienica Roj" "M" 21 NA NA "Poland" "POL" "1952 Winter" 1952 "Winter" "Oslo" "Alpine Skiing" "Alpine Skiing Men's Slalom" NA
"1123" 38946 "Andrzej Stanisaw Gsienica Roj" "M" 25 NA NA "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Alpine Skiing" "Alpine Skiing Men's Downhill" NA
"1124" 38946 "Andrzej Stanisaw Gsienica Roj" "M" 25 NA NA "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Alpine Skiing" "Alpine Skiing Men's Giant Slalom" NA
"1125" 38946 "Andrzej Stanisaw Gsienica Roj" "M" 25 NA NA "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Alpine Skiing" "Alpine Skiing Men's Slalom" NA
"1126" 38947 "Roman Gsienica Sieczka" "M" 21 170 65 "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Ski Jumping" "Ski Jumping Men's Normal Hill, Individual" NA
"1127" 38948 "Stanisaw Gsienica Sieczka" "M" 23 162 61 "Poland" "POL" "1928 Winter" 1928 "Winter" "Sankt Moritz" "Ski Jumping" "Ski Jumping Men's Normal Hill, Individual" NA
"1128" 38949 "Jzef Gsienica Sobczak" "M" 21 178 78 "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Cross Country Skiing" "Cross Country Skiing Men's 15 kilometres" NA
"1129" 38949 "Jzef Gsienica Sobczak" "M" 21 178 78 "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Cross Country Skiing" "Cross Country Skiing Men's 4 x 10 kilometres Relay" NA
"1130" 38949 "Jzef Gsienica Sobczak" "M" 25 178 78 "Poland" "POL" "1960 Winter" 1960 "Winter" "Squaw Valley" "Cross Country Skiing" "Cross Country Skiing Men's 30 kilometres" NA
"1131" 38949 "Jzef Gsienica Sobczak" "M" 29 178 78 "Poland" "POL" "1964 Winter" 1964 "Winter" "Innsbruck" "Biathlon" "Biathlon Men's 20 kilometres" NA
"1132" 38949 "Jzef Gsienica Sobczak" "M" 33 178 78 "Poland" "POL" "1968 Winter" 1968 "Winter" "Grenoble" "Biathlon" "Biathlon Men's 20 kilometres" NA
"1133" 38950 "Agnieszka Anna Gsienica-Daniel" "F" 22 159 58 "Poland" "POL" "2010 Winter" 2010 "Winter" "Vancouver" "Alpine Skiing" "Alpine Skiing Women's Downhill" NA
"1134" 38950 "Agnieszka Anna Gsienica-Daniel" "F" 22 159 58 "Poland" "POL" "2010 Winter" 2010 "Winter" "Vancouver" "Alpine Skiing" "Alpine Skiing Women's Super G" NA
"1135" 38950 "Agnieszka Anna Gsienica-Daniel" "F" 22 159 58 "Poland" "POL" "2010 Winter" 2010 "Winter" "Vancouver" "Alpine Skiing" "Alpine Skiing Women's Giant Slalom" NA
"1136" 38950 "Agnieszka Anna Gsienica-Daniel" "F" 22 159 58 "Poland" "POL" "2010 Winter" 2010 "Winter" "Vancouver" "Alpine Skiing" "Alpine Skiing Women's Slalom" NA
"1137" 38950 "Agnieszka Anna Gsienica-Daniel" "F" 22 159 58 "Poland" "POL" "2010 Winter" 2010 "Winter" "Vancouver" "Alpine Skiing" "Alpine Skiing Women's Combined" NA
"1138" 38951 "Maryna Anna Gsienica-Daniel" "F" 19 160 54 "Poland" "POL" "2014 Winter" 2014 "Winter" "Sochi" "Alpine Skiing" "Alpine Skiing Women's Super G" NA
"1139" 38951 "Maryna Anna Gsienica-Daniel" "F" 19 160 54 "Poland" "POL" "2014 Winter" 2014 "Winter" "Sochi" "Alpine Skiing" "Alpine Skiing Women's Giant Slalom" NA
"1140" 38951 "Maryna Anna Gsienica-Daniel" "F" 19 160 54 "Poland" "POL" "2014 Winter" 2014 "Winter" "Sochi" "Alpine Skiing" "Alpine Skiing Women's Slalom" NA
"1141" 38954 "Franciszek Gsior" "M" 25 179 82 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Handball" "Handball Men's Handball" NA
"1142" 38955 "ukasz Waldemar Gsior" "M" 22 187 80 "Poland" "POL" "2008 Summer" 2008 "Summer" "Beijing" "Swimming" "Swimming Men's 200 metres Freestyle" NA
"1143" 38955 "ukasz Waldemar Gsior" "M" 22 187 80 "Poland" "POL" "2008 Summer" 2008 "Summer" "Beijing" "Swimming" "Swimming Men's 4 x 200 metres Freestyle Relay" NA
"1144" 39033 "Tomasz Konrad Gatka" "M" 23 178 70 "Poland" "POL" "1998 Winter" 1998 "Winter" "Nagano" "Bobsleigh" "Bobsleigh Men's Four" NA
"1145" 39033 "Tomasz Konrad Gatka" "M" 27 178 70 "Poland" "POL" "2002 Winter" 2002 "Winter" "Salt Lake City" "Bobsleigh" "Bobsleigh Men's Four" NA
"1146" 39173 "Ryszard Mieczysaw Gawior" "M" 28 168 66 "Poland" "POL" "1972 Winter" 1972 "Winter" "Sapporo" "Luge" "Luge Men's Singles" NA
"1147" 39174 "Zbigniew Marian Gawior" "M" 21 173 77 "Poland" "POL" "1968 Winter" 1968 "Winter" "Grenoble" "Luge" "Luge Men's Singles" NA
"1148" 39175 "Marek Gawkowski" "M" 27 190 97 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Rowing" "Rowing Men's Quadruple Sculls" NA
"1149" 39176 "Zbigniew Marian Gawlik" "M" 24 180 80 "Poland" "POL" "1980 Summer" 1980 "Summer" "Moskva" "Handball" "Handball Men's Handball" NA
"1150" 39177 "Wiesaw Gawlikowski" "M" 17 172 65 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Shooting" "Shooting Mixed Skeet" NA
"1151" 39177 "Wiesaw Gawlikowski" "M" 21 172 65 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Shooting" "Shooting Mixed Skeet" NA
"1152" 39177 "Wiesaw Gawlikowski" "M" 25 172 65 "Poland" "POL" "1976 Summer" 1976 "Summer" "Montreal" "Shooting" "Shooting Mixed Skeet" "Bronze"
"1153" 39177 "Wiesaw Gawlikowski" "M" 29 172 65 "Poland" "POL" "1980 Summer" 1980 "Summer" "Moskva" "Shooting" "Shooting Mixed Skeet" NA
"1154" 39178 "Pawe Jan Gawron" "M" 31 169 57 "Poland" "POL" "1952 Summer" 1952 "Summer" "Helsinki" "Gymnastics" "Gymnastics Men's Individual All-Around" NA
"1155" 39178 "Pawe Jan Gawron" "M" 31 169 57 "Poland" "POL" "1952 Summer" 1952 "Summer" "Helsinki" "Gymnastics" "Gymnastics Men's Team All-Around" NA
"1156" 39178 "Pawe Jan Gawron" "M" 31 169 57 "Poland" "POL" "1952 Summer" 1952 "Summer" "Helsinki" "Gymnastics" "Gymnastics Men's Floor Exercise" NA
"1157" 39178 "Pawe Jan Gawron" "M" 31 169 57 "Poland" "POL" "1952 Summer" 1952 "Summer" "Helsinki" "Gymnastics" "Gymnastics Men's Horse Vault" NA
"1158" 39178 "Pawe Jan Gawron" "M" 31 169 57 "Poland" "POL" "1952 Summer" 1952 "Summer" "Helsinki" "Gymnastics" "Gymnastics Men's Parallel Bars" NA
"1159" 39178 "Pawe Jan Gawron" "M" 31 169 57 "Poland" "POL" "1952 Summer" 1952 "Summer" "Helsinki" "Gymnastics" "Gymnastics Men's Horizontal Bar" NA
"1160" 39178 "Pawe Jan Gawron" "M" 31 169 57 "Poland" "POL" "1952 Summer" 1952 "Summer" "Helsinki" "Gymnastics" "Gymnastics Men's Rings" NA
"1161" 39178 "Pawe Jan Gawron" "M" 31 169 57 "Poland" "POL" "1952 Summer" 1952 "Summer" "Helsinki" "Gymnastics" "Gymnastics Men's Pommelled Horse" NA
"1162" 39179 "Wojciech Gawroski" "M" 19 178 75 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Canoeing" "Canoeing Men's Kayak Singles, Slalom" NA
"1163" 39181 "Wiesaw Stanisaw Gawowski" "M" 22 180 80 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Volleyball" "Volleyball Men's Volleyball" NA
"1164" 39181 "Wiesaw Stanisaw Gawowski" "M" 26 180 80 "Poland" "POL" "1976 Summer" 1976 "Summer" "Montreal" "Volleyball" "Volleyball Men's Volleyball" "Gold"
"1165" 39181 "Wiesaw Stanisaw Gawowski" "M" 30 180 80 "Poland" "POL" "1980 Summer" 1980 "Summer" "Moskva" "Volleyball" "Volleyball Men's Volleyball" NA
"1166" 39217 "Stanisaw Gazda" "M" 22 166 69 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Cycling" "Cycling Men's Road Race, Individual" NA
"1167" 39230 "Sebastian Gazurek" "M" 23 176 72 "Poland" "POL" "2014 Winter" 2014 "Winter" "Sochi" "Cross Country Skiing" "Cross Country Skiing Men's Sprint" NA
"1168" 39230 "Sebastian Gazurek" "M" 23 176 72 "Poland" "POL" "2014 Winter" 2014 "Winter" "Sochi" "Cross Country Skiing" "Cross Country Skiing Men's 15 kilometres" NA
"1169" 39230 "Sebastian Gazurek" "M" 23 176 72 "Poland" "POL" "2014 Winter" 2014 "Winter" "Sochi" "Cross Country Skiing" "Cross Country Skiing Men's 4 x 10 kilometres Relay" NA
"1170" 39238 "Jan Gazka" "M" 23 166 54 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Boxing" "Boxing Men's Bantamweight" NA
"1171" 39239 "Anna Elbieta Gaecka" "F" 26 170 60 "Poland" "POL" "2000 Summer" 2000 "Summer" "Sydney" "Sailing" "Sailing Women's Windsurfer" NA
"1172" 39240 "Antoni Gaecki" "M" 30 NA NA "Poland" "POL" "1936 Summer" 1936 "Summer" "Berlin" "Football" "Football Men's Football" NA
"1173" 39241 "Konrad Piotr Micha Gaka" "M" 18 183 81 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Swimming" "Swimming Men's 100 metres Butterfly" NA
"1174" 39241 "Konrad Piotr Micha Gaka" "M" 18 183 81 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Swimming" "Swimming Men's 200 metres Butterfly" NA
"1175" 39241 "Konrad Piotr Micha Gaka" "M" 22 183 81 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Swimming" "Swimming Men's 200 metres Butterfly" NA
"1176" 39242 "Jan Gauszka" "M" 24 NA NA "Poland" "POL" "1928 Summer" 1928 "Summer" "Amsterdam" "Wrestling" "Wrestling Men's Light-Heavyweight, Greco-Roman" NA
"1177" 39268 "Katarzyna Gbala (-Roszkowska)" "F" 23 169 61 "Poland" "POL" "1998 Winter" 1998 "Winter" "Nagano" "Cross Country Skiing" "Cross Country Skiing Women's 5 kilometres" NA
"1178" 39268 "Katarzyna Gbala (-Roszkowska)" "F" 23 169 61 "Poland" "POL" "1998 Winter" 1998 "Winter" "Nagano" "Cross Country Skiing" "Cross Country Skiing Women's 5/10 kilometres Pursuit" NA
"1179" 39268 "Katarzyna Gbala (-Roszkowska)" "F" 23 169 61 "Poland" "POL" "1998 Winter" 1998 "Winter" "Nagano" "Cross Country Skiing" "Cross Country Skiing Women's 4 x 5 kilometres Relay" NA
"1180" 39269 "Wiesaw Gbala" "M" 25 173 67 "Poland" "POL" "1976 Winter" 1976 "Winter" "Innsbruck" "Cross Country Skiing" "Cross Country Skiing Men's 15 kilometres" NA
"1181" 39269 "Wiesaw Gbala" "M" 25 173 67 "Poland" "POL" "1976 Winter" 1976 "Winter" "Innsbruck" "Cross Country Skiing" "Cross Country Skiing Men's 30 kilometres" NA
"1182" 39269 "Wiesaw Gbala" "M" 25 173 67 "Poland" "POL" "1976 Winter" 1976 "Winter" "Innsbruck" "Cross Country Skiing" "Cross Country Skiing Men's 50 kilometres" NA
"1183" 39269 "Wiesaw Gbala" "M" 25 173 67 "Poland" "POL" "1976 Winter" 1976 "Winter" "Innsbruck" "Cross Country Skiing" "Cross Country Skiing Men's 4 x 10 kilometres Relay" NA
"1184" 39270 "Anna Gbala-Duraj" "F" 18 165 64 "Poland" "POL" "1968 Winter" 1968 "Winter" "Grenoble" "Cross Country Skiing" "Cross Country Skiing Women's 5 kilometres" NA
"1185" 39270 "Anna Gbala-Duraj" "F" 18 165 64 "Poland" "POL" "1968 Winter" 1968 "Winter" "Grenoble" "Cross Country Skiing" "Cross Country Skiing Women's 10 kilometres" NA
"1186" 39270 "Anna Gbala-Duraj" "F" 22 165 64 "Poland" "POL" "1972 Winter" 1972 "Winter" "Sapporo" "Cross Country Skiing" "Cross Country Skiing Women's 5 kilometres" NA
"1187" 39270 "Anna Gbala-Duraj" "F" 22 165 64 "Poland" "POL" "1972 Winter" 1972 "Winter" "Sapporo" "Cross Country Skiing" "Cross Country Skiing Women's 10 kilometres" NA
"1188" 39270 "Anna Gbala-Duraj" "F" 22 165 64 "Poland" "POL" "1972 Winter" 1972 "Winter" "Sapporo" "Cross Country Skiing" "Cross Country Skiing Women's 3 x 5 kilometres Relay" NA
"1189" 39270 "Anna Gbala-Duraj" "F" 26 165 64 "Poland" "POL" "1976 Winter" 1976 "Winter" "Innsbruck" "Cross Country Skiing" "Cross Country Skiing Women's 5 kilometres" NA
"1190" 39270 "Anna Gbala-Duraj" "F" 26 165 64 "Poland" "POL" "1976 Winter" 1976 "Winter" "Innsbruck" "Cross Country Skiing" "Cross Country Skiing Women's 10 kilometres" NA
"1191" 39270 "Anna Gbala-Duraj" "F" 26 165 64 "Poland" "POL" "1976 Winter" 1976 "Winter" "Innsbruck" "Cross Country Skiing" "Cross Country Skiing Women's 4 x 5 kilometres Relay" NA
"1192" 39314 "Wadysaw Franciszek Gdek" "M" 32 NA NA "Poland" "POL" "1952 Summer" 1952 "Summer" "Helsinki" "Football" "Football Men's Football" NA
"1193" 39426 "Elbieta Felicja Gellner (-Olejnik, -Zombkowa, -Ivarsson)" "F" 21 NA NA "Poland" "POL" "1956 Summer" 1956 "Summer" "Melbourne" "Swimming" "Swimming Women's 100 metres Backstroke" NA
"1194" 39648 "Eugeniusz Geppert" "M" 41 NA NA "Poland" "POL" "1932 Summer" 1932 "Summer" "Los Angeles" "Art Competitions" "Art Competitions Mixed Painting, Unknown Event" NA
"1195" 39696 "Jan Gerbich" "M" 23 NA NA "Poland" "POL" "1924 Summer" 1924 "Summer" "Paris" "Boxing" "Boxing Men's Light-Heavyweight" NA
"1196" 39836 "Witold Gerutto (Gierutto)" "M" 35 194 90 "Poland" "POL" "1948 Summer" 1948 "Summer" "London" "Athletics" "Athletics Men's Shot Put" NA
"1197" 39836 "Witold Gerutto (Gierutto)" "M" 35 194 90 "Poland" "POL" "1948 Summer" 1948 "Summer" "London" "Athletics" "Athletics Men's Decathlon" NA
"1198" 39855 "Marian Gsicki" "M" 23 178 71 "Poland" "POL" "1976 Summer" 1976 "Summer" "Montreal" "Athletics" "Athletics Men's 800 metres" NA
"1199" 39859 "Dariusz Jan Gsior" "M" 22 188 78 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Football" "Football Men's Football" "Silver"
"1200" 40202 "Bogusaw Gierajewski" "M" 23 178 80 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Athletics" "Athletics Men's 4 x 400 metres Relay" NA
"1201" 40202 "Bogusaw Gierajewski" "M" 27 178 80 "Poland" "POL" "1964 Summer" 1964 "Summer" "Tokyo" "Athletics" "Athletics Men's 400 metres Hurdles" NA
"1202" 40203 "ukasz Gierak" "M" 28 194 104 "Poland" "POL" "2016 Summer" 2016 "Summer" "Rio de Janeiro" "Handball" "Handball Men's Handball" NA
"1203" 40204 "Krzysztof Gierczyski" "M" 32 193 81 "Poland" "POL" "2008 Summer" 2008 "Summer" "Beijing" "Volleyball" "Volleyball Men's Volleyball" NA
"1204" 40297 "Jacek Gilewski" "M" 23 175 70 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Archery" "Archery Men's Individual" NA
"1205" 40297 "Jacek Gilewski" "M" 23 175 70 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Archery" "Archery Men's Team" NA
"1206" 40298 "Jzef Gilewski" "M" 25 175 70 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Boxing" "Boxing Men's Light-Middleweight" NA
"1207" 40454 "Zygmunt Ginter" "M" 30 NA NA "Poland" "POL" "1948 Winter" 1948 "Winter" "Sankt Moritz" "Ice Hockey" "Ice Hockey Men's Ice Hockey" NA
"1208" 40646 "Ryszard Gio" "M" 22 183 80 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Rowing" "Rowing Men's Coxed Eights" NA
"1209" 40676 "aneta Glanc" "F" 25 186 95 "Poland" "POL" "2008 Summer" 2008 "Summer" "Beijing" "Athletics" "Athletics Women's Discus Throw" NA
"1210" 40676 "aneta Glanc" "F" 29 186 95 "Poland" "POL" "2012 Summer" 2012 "Summer" "London" "Athletics" "Athletics Women's Discus Throw" NA
"1211" 40676 "aneta Glanc" "F" 33 186 95 "Poland" "POL" "2016 Summer" 2016 "Summer" "Rio de Janeiro" "Athletics" "Athletics Women's Discus Throw" NA
"1212" 40779 "Magorzata Glinka-Mogentale" "F" 29 190 84 "Poland" "POL" "2008 Summer" 2008 "Summer" "Beijing" "Volleyball" "Volleyball Women's Volleyball" NA
"1213" 40780 "Waldemar Glinka" "M" 36 175 76 "Poland" "POL" "2004 Summer" 2004 "Summer" "Athina" "Athletics" "Athletics Men's Marathon" NA
"1214" 40781 "Weronika Zofia Glinkiewicz" "F" 19 168 72 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Sailing" "Sailing Women's One Person Dinghy" NA
"1215" 40804 "Stefan Glon" "M" 19 NA NA "Poland" "POL" "1928 Summer" 1928 "Summer" "Amsterdam" "Boxing" "Boxing Men's Bantamweight" NA
"1216" 40809 "Wiesaw Albin Glos" "M" 23 185 76 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Fencing" "Fencing Men's epee, Individual" NA
"1217" 40809 "Wiesaw Albin Glos" "M" 23 185 76 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Fencing" "Fencing Men's epee, Team" NA
"1218" 40809 "Wiesaw Albin Glos" "M" 28 185 76 "Poland" "POL" "1964 Summer" 1964 "Summer" "Tokyo" "Fencing" "Fencing Men's epee, Individual" NA
"1219" 40841 "Andrzej Gb" "M" 21 158 51 "Poland" "POL" "1988 Summer" 1988 "Summer" "Seoul" "Wrestling" "Wrestling Men's Light-Flyweight, Greco-Roman" "Silver"
"1220" 40842 "Piotr Gadki" "M" 28 177 62 "Poland" "POL" "2000 Summer" 2000 "Summer" "Sydney" "Athletics" "Athletics Men's Marathon" NA
"1221" 40843 "Rafa Gaewski" "M" 20 180 83 "Poland" "POL" "2000 Summer" 2000 "Summer" "Sydney" "Canoeing" "Canoeing Men's Kayak Singles, 1,000 metres" NA
"1222" 40843 "Rafa Gaewski" "M" 24 180 83 "Poland" "POL" "2004 Summer" 2004 "Summer" "Athina" "Canoeing" "Canoeing Men's Kayak Fours, 1,000 metres" NA
"1223" 40844 "Krzysztof Godowski" "M" 25 172 70 "Poland" "POL" "1980 Summer" 1980 "Summer" "Moskva" "Hockey" "Hockey Men's Hockey" NA
"1224" 40845 "Jerzy Wadysaw Gowacki" "M" 22 186 80 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Cycling" "Cycling Men's Team Pursuit, 4,000 metres" NA
"1225" 40846 "Marcin Marek Gowacki" "M" 20 172 68 "Poland" "POL" "1994 Winter" 1994 "Winter" "Lillehammer" "Figure Skating" "Figure Skating Mixed Ice Dancing" NA
"1226" 40847 "Andrzej Gyda" "M" 21 180 82 "Poland" "POL" "2000 Summer" 2000 "Summer" "Sydney" "Shooting" "Shooting Men's Skeet" NA
"1227" 40847 "Andrzej Gyda" "M" 24 180 82 "Poland" "POL" "2004 Summer" 2004 "Summer" "Athina" "Shooting" "Shooting Men's Skeet" NA
"1228" 40855 "Jan Wojciech Gmyrek" "M" 21 177 79 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Handball" "Handball Men's Handball" NA
"1229" 40855 "Jan Wojciech Gmyrek" "M" 25 177 79 "Poland" "POL" "1976 Summer" 1976 "Summer" "Montreal" "Handball" "Handball Men's Handball" "Bronze"
"1230" 40873 "Marek Gniewkowski" "M" 23 185 84 "Poland" "POL" "1988 Summer" 1988 "Summer" "Seoul" "Fencing" "Fencing Men's Sabre, Team" NA
"1231" 40873 "Marek Gniewkowski" "M" 27 185 84 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Fencing" "Fencing Men's Sabre, Individual" NA
"1232" 40873 "Marek Gniewkowski" "M" 27 185 84 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Fencing" "Fencing Men's Sabre, Team" NA
"1233" 40936 "Kunegunda Weronika Godawska-Olchawa" "F" 21 166 60 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Canoeing" "Canoeing Women's Kayak Singles, Slalom" NA
"1234" 40949 "Jarosaw Godek" "M" 23 194 97 "Poland" "POL" "2004 Summer" 2004 "Summer" "Athina" "Rowing" "Rowing Men's Coxless Fours" NA
"1235" 40949 "Jarosaw Godek" "M" 27 194 97 "Poland" "POL" "2008 Summer" 2008 "Summer" "Beijing" "Rowing" "Rowing Men's Coxless Pairs" NA
"1236" 40949 "Jarosaw Godek" "M" 30 194 97 "Poland" "POL" "2012 Summer" 2012 "Summer" "London" "Rowing" "Rowing Men's Coxless Pairs" NA
"1237" 40950 "Arkadiusz Godel" "M" 20 188 83 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Fencing" "Fencing Men's Foil, Team" "Gold"
"1238" 40950 "Arkadiusz Godel" "M" 24 188 83 "Poland" "POL" "1976 Summer" 1976 "Summer" "Montreal" "Fencing" "Fencing Men's Foil, Team" NA
"1239" 40994 "Tadeusz Gody" "M" 24 164 67 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Wrestling" "Wrestling Men's Featherweight, Greco-Roman" NA
"1240" 40994 "Tadeusz Gody" "M" 24 164 67 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Wrestling" "Wrestling Men's Featherweight, Freestyle" NA
"1241" 40995 "Roman Ryszard Godziski" "M" 22 175 67 "Poland" "POL" "1980 Summer" 1980 "Summer" "Moskva" "Diving" "Diving Men's Springboard" NA
"1242" 41095 "Roman Golanowski" "M" 23 185 70 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Athletics" "Athletics Men's Long Jump" NA
"1243" 41106 "Ireneusz Golda" "M" 25 189 115 "Poland" "POL" "1980 Summer" 1980 "Summer" "Moskva" "Athletics" "Athletics Men's Hammer Throw" NA
"1244" 41166 "Tomasz Goliasz" "M" 28 174 78 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Canoeing" "Canoeing Men's Canadian Doubles, 1,000 metres" NA
"1245" 41174 "Marianna Golimowska (Chyliska-)" "F" 32 167 60 "Poland" "POL" "1964 Summer" 1964 "Summer" "Tokyo" "Volleyball" "Volleyball Women's Volleyball" "Bronze"
"1246" 41409 "Ernest Zygfryd Gondzik" "M" 21 169 67 "Poland" "POL" "1952 Summer" 1952 "Summer" "Helsinki" "Wrestling" "Wrestling Men's Featherweight, Greco-Roman" NA
"1247" 41409 "Ernest Zygfryd Gondzik" "M" 29 169 67 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Wrestling" "Wrestling Men's Lightweight, Greco-Roman" NA
"1248" 41412 "Andrzej Wojciech Gonera" "M" 29 172 68 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Gymnastics" "Gymnastics Men's Individual All-Around" NA
"1249" 41412 "Andrzej Wojciech Gonera" "M" 29 172 68 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Gymnastics" "Gymnastics Men's Team All-Around" NA
